location,date,vaccine,total_vaccinations
Sweden,2021-09-03,Pfizer/BioNTech,9903249
Sweden,2021-09-10,Moderna,1600246
Sweden,2021-09-10,Oxford/AstraZeneca,1334504
Sweden,2021-09-10,Pfizer/BioNTech,10083226
Sweden,2021-09-17,Moderna,1659628
Sweden,2021-09-17,Oxford/AstraZeneca,1334514
Sweden,2021-09-17,Pfizer/BioNTech,10206284
Sweden,2021-09-24,Moderna,1703182
Sweden,2021-09-24,Oxford/AstraZeneca,1334520
Sweden,2021-09-24,Pfizer/BioNTech,10291890
Sweden,2021-10-01,Moderna,1738077
Sweden,2021-10-01,Oxford/AstraZeneca,1334520
Sweden,2021-10-01,Pfizer/BioNTech,10362475
Sweden,2021-10-08,Moderna,1758584
Sweden,2021-10-08,Pfizer/BioNTech,10417831
Sweden,2021-10-15,Moderna,1768291
Sweden,2021-10-15,Oxford/AstraZeneca,1334520
Sweden,2021-10-15,Pfizer/BioNTech,10479202
Sweden,2021-10-22,Moderna,1776542
Sweden,2021-10-22,Oxford/AstraZeneca,1334520
Sweden,2021-10-22,Pfizer/BioNTech,10524038
Sweden,2021-10-29,Moderna,1783442
Sweden,2021-10-29,Oxford/AstraZeneca,1334520
Sweden,2021-10-29,Pfizer/BioNTech,10567038
Sweden,2021-11-05,Moderna,1785063
Sweden,2021-11-05,Oxford/AstraZeneca,1334520
Sweden,2021-11-05,Pfizer/BioNTech,10577329
Switzerland,2020-12-21,Johnson&Johnson,1
Switzerland,2020-12-21,Moderna,0
Switzerland,2020-12-21,Pfizer/BioNTech,0
Switzerland,2020-12-22,Johnson&Johnson,1
Switzerland,2020-12-22,Moderna,0
Switzerland,2020-12-22,Pfizer/BioNTech,2
Switzerland,2020-12-23,Johnson&Johnson,1
Switzerland,2020-12-23,Moderna,1
Switzerland,2020-12-23,Pfizer/BioNTech,427
Switzerland,2020-12-24,Johnson&Johnson,1
Switzerland,2020-12-24,Moderna,1
Switzerland,2020-12-24,Pfizer/BioNTech,691
Switzerland,2020-12-25,Johnson&Johnson,1
Switzerland,2020-12-25,Moderna,2
Switzerland,2020-12-25,Pfizer/BioNTech,691
Switzerland,2020-12-26,Johnson&Johnson,1
Switzerland,2020-12-26,Moderna,2
Switzerland,2020-12-26,Pfizer/BioNTech,1127
Switzerland,2020-12-27,Johnson&Johnson,1
Switzerland,2020-12-27,Moderna,2
Switzerland,2020-12-27,Pfizer/BioNTech,1127
Switzerland,2020-12-28,Johnson&Johnson,1
Switzerland,2020-12-28,Moderna,2
Switzerland,2020-12-28,Pfizer/BioNTech,2753
Switzerland,2020-12-29,Johnson&Johnson,1
Switzerland,2020-12-29,Moderna,2
Switzerland,2020-12-29,Pfizer/BioNTech,4448
Switzerland,2020-12-30,Johnson&Johnson,1
Switzerland,2020-12-30,Moderna,2
Switzerland,2020-12-30,Pfizer/BioNTech,6119
Switzerland,2020-12-31,Johnson&Johnson,1
Switzerland,2020-12-31,Moderna,3
Switzerland,2020-12-31,Pfizer/BioNTech,6371
Switzerland,2021-01-01,Johnson&Johnson,1
Switzerland,2021-01-01,Moderna,5
Switzerland,2021-01-01,Pfizer/BioNTech,6376
Switzerland,2021-01-02,Johnson&Johnson,1
Switzerland,2021-01-02,Moderna,5
Switzerland,2021-01-02,Pfizer/BioNTech,6379
Switzerland,2021-01-03,Johnson&Johnson,1
Switzerland,2021-01-03,Moderna,6
Switzerland,2021-01-03,Pfizer/BioNTech,6379
Switzerland,2021-01-04,Johnson&Johnson,1
Switzerland,2021-01-04,Moderna,6
Switzerland,2021-01-04,Pfizer/BioNTech,10042
Switzerland,2021-01-05,Johnson&Johnson,1
Switzerland,2021-01-05,Moderna,6
Switzerland,2021-01-05,Pfizer/BioNTech,17175
Switzerland,2021-01-06,Johnson&Johnson,1
Switzerland,2021-01-06,Moderna,8
Switzerland,2021-01-06,Pfizer/BioNTech,23019
Switzerland,2021-01-07,Johnson&Johnson,1
Switzerland,2021-01-07,Moderna,10
Switzerland,2021-01-07,Pfizer/BioNTech,30237
Switzerland,2021-01-08,Johnson&Johnson,1
Switzerland,2021-01-08,Moderna,10
Switzerland,2021-01-08,Pfizer/BioNTech,38278
Switzerland,2021-01-09,Johnson&Johnson,1
Switzerland,2021-01-09,Moderna,14
Switzerland,2021-01-09,Pfizer/BioNTech,40398
Switzerland,2021-01-10,Johnson&Johnson,1
Switzerland,2021-01-10,Moderna,14
Switzerland,2021-01-10,Pfizer/BioNTech,40431
Switzerland,2021-01-11,Johnson&Johnson,1
Switzerland,2021-01-11,Moderna,33
Switzerland,2021-01-11,Pfizer/BioNTech,47826
Switzerland,2021-01-12,Johnson&Johnson,1
Switzerland,2021-01-12,Moderna,122
Switzerland,2021-01-12,Pfizer/BioNTech,58135
Switzerland,2021-01-13,Johnson&Johnson,1
Switzerland,2021-01-13,Moderna,331
Switzerland,2021-01-13,Pfizer/BioNTech,69018
Switzerland,2021-01-14,Johnson&Johnson,1
Switzerland,2021-01-14,Moderna,683
Switzerland,2021-01-14,Pfizer/BioNTech,79289
Switzerland,2021-01-15,Johnson&Johnson,1
Switzerland,2021-01-15,Moderna,1478
Switzerland,2021-01-15,Pfizer/BioNTech,89286
Switzerland,2021-01-16,Johnson&Johnson,1
Switzerland,2021-01-16,Moderna,3804
Switzerland,2021-01-16,Pfizer/BioNTech,91320
Switzerland,2021-01-17,Johnson&Johnson,1
Switzerland,2021-01-17,Moderna,3888
Switzerland,2021-01-17,Pfizer/BioNTech,91900
Switzerland,2021-01-18,Johnson&Johnson,1
Switzerland,2021-01-18,Moderna,5536
Switzerland,2021-01-18,Pfizer/BioNTech,102490
Switzerland,2021-01-19,Johnson&Johnson,1
Switzerland,2021-01-19,Moderna,10275
Switzerland,2021-01-19,Pfizer/BioNTech,115068
Switzerland,2021-01-20,Johnson&Johnson,1
Switzerland,2021-01-20,Moderna,16986
Switzerland,2021-01-20,Pfizer/BioNTech,128870
Switzerland,2021-01-21,Johnson&Johnson,1
Switzerland,2021-01-21,Moderna,25657
Switzerland,2021-01-21,Pfizer/BioNTech,143480
Switzerland,2021-01-22,Johnson&Johnson,1
Switzerland,2021-01-22,Moderna,33754
Switzerland,2021-01-22,Pfizer/BioNTech,155249
Switzerland,2021-01-23,Johnson&Johnson,1
Switzerland,2021-01-23,Moderna,37841
Switzerland,2021-01-23,Pfizer/BioNTech,157010
Switzerland,2021-01-24,Johnson&Johnson,1
Switzerland,2021-01-24,Moderna,38460
Switzerland,2021-01-24,Pfizer/BioNTech,157574
Switzerland,2021-01-25,Johnson&Johnson,1
Switzerland,2021-01-25,Moderna,48414
Switzerland,2021-01-25,Pfizer/BioNTech,164953
Switzerland,2021-01-26,Johnson&Johnson,1
Switzerland,2021-01-26,Moderna,64863
Switzerland,2021-01-26,Pfizer/BioNTech,173606
Switzerland,2021-01-27,Johnson&Johnson,1
Switzerland,2021-01-27,Moderna,81957
Switzerland,2021-01-27,Pfizer/BioNTech,180899
Switzerland,2021-01-28,Johnson&Johnson,1
Switzerland,2021-01-28,Moderna,99869
Switzerland,2021-01-28,Pfizer/BioNTech,189925
Switzerland,2021-01-29,Johnson&Johnson,1
Switzerland,2021-01-29,Moderna,111477
Switzerland,2021-01-29,Pfizer/BioNTech,195966
Switzerland,2021-01-30,Johnson&Johnson,1
Switzerland,2021-01-30,Moderna,111477
Switzerland,2021-01-30,Pfizer/BioNTech,195966
Switzerland,2021-01-31,Johnson&Johnson,1
Switzerland,2021-01-31,Moderna,111477
Switzerland,2021-01-31,Pfizer/BioNTech,195966
Switzerland,2021-02-01,Johnson&Johnson,1
Switzerland,2021-02-01,Moderna,121019
Switzerland,2021-02-01,Pfizer/BioNTech,202587
Switzerland,2021-02-02,Johnson&Johnson,1
Switzerland,2021-02-02,Moderna,132358
Switzerland,2021-02-02,Pfizer/BioNTech,210868
Switzerland,2021-02-03,Johnson&Johnson,1
Switzerland,2021-02-03,Moderna,143729
Switzerland,2021-02-03,Pfizer/BioNTech,218844
Switzerland,2021-02-04,Johnson&Johnson,1
Switzerland,2021-02-04,Moderna,154113
Switzerland,2021-02-04,Pfizer/BioNTech,229130
Switzerland,2021-02-05,Johnson&Johnson,1
Switzerland,2021-02-05,Moderna,163464
Switzerland,2021-02-05,Pfizer/BioNTech,239355
Switzerland,2021-02-06,Johnson&Johnson,1
Switzerland,2021-02-06,Moderna,164662
Switzerland,2021-02-06,Pfizer/BioNTech,241508
Switzerland,2021-02-07,Johnson&Johnson,1
Switzerland,2021-02-07,Moderna,165238
Switzerland,2021-02-07,Pfizer/BioNTech,242128
Switzerland,2021-02-08,Johnson&Johnson,1
Switzerland,2021-02-08,Moderna,173258
Switzerland,2021-02-08,Pfizer/BioNTech,252674
Switzerland,2021-02-09,Johnson&Johnson,1
Switzerland,2021-02-09,Moderna,183747
Switzerland,2021-02-09,Pfizer/BioNTech,267727
Switzerland,2021-02-10,Johnson&Johnson,1
Switzerland,2021-02-10,Moderna,195529
Switzerland,2021-02-10,Pfizer/BioNTech,282921
Switzerland,2021-02-11,Johnson&Johnson,1
Switzerland,2021-02-11,Moderna,207467
Switzerland,2021-02-11,Pfizer/BioNTech,298678
Switzerland,2021-02-12,Johnson&Johnson,1
Switzerland,2021-02-12,Moderna,221105
Switzerland,2021-02-12,Pfizer/BioNTech,311605
Switzerland,2021-02-13,Johnson&Johnson,1
Switzerland,2021-02-13,Moderna,226269
Switzerland,2021-02-13,Pfizer/BioNTech,313395
Switzerland,2021-02-14,Johnson&Johnson,1
Switzerland,2021-02-14,Moderna,226998
Switzerland,2021-02-14,Pfizer/BioNTech,314013
Switzerland,2021-02-15,Johnson&Johnson,1
Switzerland,2021-02-15,Moderna,236616
Switzerland,2021-02-15,Pfizer/BioNTech,323329
Switzerland,2021-02-16,Johnson&Johnson,1
Switzerland,2021-02-16,Moderna,249864
Switzerland,2021-02-16,Pfizer/BioNTech,335145
Switzerland,2021-02-17,Johnson&Johnson,1
Switzerland,2021-02-17,Moderna,262757
Switzerland,2021-02-17,Pfizer/BioNTech,346510
Switzerland,2021-02-18,Johnson&Johnson,1
Switzerland,2021-02-18,Moderna,277787
Switzerland,2021-02-18,Pfizer/BioNTech,360143
Switzerland,2021-02-19,Johnson&Johnson,1
Switzerland,2021-02-19,Moderna,290013
Switzerland,2021-02-19,Pfizer/BioNTech,372444
Switzerland,2021-02-20,Johnson&Johnson,1
Switzerland,2021-02-20,Moderna,294732
Switzerland,2021-02-20,Pfizer/BioNTech,375002
Switzerland,2021-02-21,Johnson&Johnson,1
Switzerland,2021-02-21,Moderna,295534
Switzerland,2021-02-21,Pfizer/BioNTech,375848
Switzerland,2021-02-22,Johnson&Johnson,1
Switzerland,2021-02-22,Moderna,306721
Switzerland,2021-02-22,Pfizer/BioNTech,384612
Switzerland,2021-02-23,Johnson&Johnson,1
Switzerland,2021-02-23,Moderna,322861
Switzerland,2021-02-23,Pfizer/BioNTech,395154
Switzerland,2021-02-24,Johnson&Johnson,1
Switzerland,2021-02-24,Moderna,339910
Switzerland,2021-02-24,Pfizer/BioNTech,406426
Switzerland,2021-02-25,Johnson&Johnson,1
Switzerland,2021-02-25,Moderna,357708
Switzerland,2021-02-25,Pfizer/BioNTech,418190
Switzerland,2021-02-26,Johnson&Johnson,1
Switzerland,2021-02-26,Moderna,373344
Switzerland,2021-02-26,Pfizer/BioNTech,427316
Switzerland,2021-02-27,Johnson&Johnson,1
Switzerland,2021-02-27,Moderna,377519
Switzerland,2021-02-27,Pfizer/BioNTech,429709
Switzerland,2021-02-28,Johnson&Johnson,1
Switzerland,2021-02-28,Moderna,378584
Switzerland,2021-02-28,Pfizer/BioNTech,430635
Switzerland,2021-03-01,Johnson&Johnson,1
Switzerland,2021-03-01,Moderna,391835
Switzerland,2021-03-01,Pfizer/BioNTech,439658
Switzerland,2021-03-02,Johnson&Johnson,1
Switzerland,2021-03-02,Moderna,406962
Switzerland,2021-03-02,Pfizer/BioNTech,450527
Switzerland,2021-03-03,Johnson&Johnson,1
Switzerland,2021-03-03,Moderna,424809
Switzerland,2021-03-03,Pfizer/BioNTech,464582
Switzerland,2021-03-04,Johnson&Johnson,1
Switzerland,2021-03-04,Moderna,443956
Switzerland,2021-03-04,Pfizer/BioNTech,479076
Switzerland,2021-03-05,Johnson&Johnson,1
Switzerland,2021-03-05,Moderna,460007
Switzerland,2021-03-05,Pfizer/BioNTech,492261
Switzerland,2021-03-06,Johnson&Johnson,1
Switzerland,2021-03-06,Moderna,463666
Switzerland,2021-03-06,Pfizer/BioNTech,494928
Switzerland,2021-03-07,Johnson&Johnson,1
Switzerland,2021-03-07,Moderna,464489
Switzerland,2021-03-07,Pfizer/BioNTech,496062
Switzerland,2021-03-08,Johnson&Johnson,1
Switzerland,2021-03-08,Moderna,476205
Switzerland,2021-03-08,Pfizer/BioNTech,507810
Switzerland,2021-03-09,Johnson&Johnson,1
Switzerland,2021-03-09,Moderna,492138
Switzerland,2021-03-09,Pfizer/BioNTech,522367
Switzerland,2021-03-10,Johnson&Johnson,1
Switzerland,2021-03-10,Moderna,507598
Switzerland,2021-03-10,Pfizer/BioNTech,537147
Switzerland,2021-03-11,Johnson&Johnson,1
Switzerland,2021-03-11,Moderna,524158
Switzerland,2021-03-11,Pfizer/BioNTech,552829
Switzerland,2021-03-12,Johnson&Johnson,1
Switzerland,2021-03-12,Moderna,538009
Switzerland,2021-03-12,Pfizer/BioNTech,566553
Switzerland,2021-03-13,Johnson&Johnson,1
Switzerland,2021-03-13,Moderna,542190
Switzerland,2021-03-13,Pfizer/BioNTech,568396
Switzerland,2021-03-14,Johnson&Johnson,1
Switzerland,2021-03-14,Moderna,542770
Switzerland,2021-03-14,Pfizer/BioNTech,569264
Switzerland,2021-03-15,Johnson&Johnson,1
Switzerland,2021-03-15,Moderna,552902
Switzerland,2021-03-15,Pfizer/BioNTech,580247
Switzerland,2021-03-16,Johnson&Johnson,1
Switzerland,2021-03-16,Moderna,565833
Switzerland,2021-03-16,Pfizer/BioNTech,596234
Switzerland,2021-03-17,Johnson&Johnson,1
Switzerland,2021-03-17,Moderna,579695
Switzerland,2021-03-17,Pfizer/BioNTech,614102
Switzerland,2021-03-18,Johnson&Johnson,1
Switzerland,2021-03-18,Moderna,594684
Switzerland,2021-03-18,Pfizer/BioNTech,632582
Switzerland,2021-03-19,Johnson&Johnson,1
Switzerland,2021-03-19,Moderna,607153
Switzerland,2021-03-19,Pfizer/BioNTech,648120
Switzerland,2021-03-20,Johnson&Johnson,1
Switzerland,2021-03-20,Moderna,610418
Switzerland,2021-03-20,Pfizer/BioNTech,651068
Switzerland,2021-03-21,Johnson&Johnson,1
Switzerland,2021-03-21,Moderna,610561
Switzerland,2021-03-21,Pfizer/BioNTech,652276
Switzerland,2021-03-22,Johnson&Johnson,1
Switzerland,2021-03-22,Moderna,621894
Switzerland,2021-03-22,Pfizer/BioNTech,665805
Switzerland,2021-03-23,Johnson&Johnson,1
Switzerland,2021-03-23,Moderna,638474
Switzerland,2021-03-23,Pfizer/BioNTech,681706
Switzerland,2021-03-24,Johnson&Johnson,1
Switzerland,2021-03-24,Moderna,657521
Switzerland,2021-03-24,Pfizer/BioNTech,697884
Switzerland,2021-03-25,Johnson&Johnson,1
Switzerland,2021-03-25,Moderna,682583
Switzerland,2021-03-25,Pfizer/BioNTech,711799
Switzerland,2021-03-26,Johnson&Johnson,1
Switzerland,2021-03-26,Moderna,703883
Switzerland,2021-03-26,Pfizer/BioNTech,726663
Switzerland,2021-03-27,Johnson&Johnson,1
Switzerland,2021-03-27,Moderna,710746
Switzerland,2021-03-27,Pfizer/BioNTech,729961
Switzerland,2021-03-28,Johnson&Johnson,1
Switzerland,2021-03-28,Moderna,712060
Switzerland,2021-03-28,Pfizer/BioNTech,732262
Switzerland,2021-03-29,Johnson&Johnson,1
Switzerland,2021-03-29,Moderna,732438
Switzerland,2021-03-29,Pfizer/BioNTech,745198
Switzerland,2021-03-30,Johnson&Johnson,1
Switzerland,2021-03-30,Moderna,758182
Switzerland,2021-03-30,Pfizer/BioNTech,761035
Switzerland,2021-03-31,Johnson&Johnson,1
Switzerland,2021-03-31,Moderna,780594
Switzerland,2021-03-31,Pfizer/BioNTech,777550
Switzerland,2021-04-01,Johnson&Johnson,1
Switzerland,2021-04-01,Moderna,804353
Switzerland,2021-04-01,Pfizer/BioNTech,795521
Switzerland,2021-04-02,Johnson&Johnson,1
Switzerland,2021-04-02,Moderna,809679
Switzerland,2021-04-02,Pfizer/BioNTech,800632
Switzerland,2021-04-03,Johnson&Johnson,1
Switzerland,2021-04-03,Moderna,812001
Switzerland,2021-04-03,Pfizer/BioNTech,804771
Switzerland,2021-04-04,Johnson&Johnson,1
Switzerland,2021-04-04,Moderna,812620
Switzerland,2021-04-04,Pfizer/BioNTech,805887
Switzerland,2021-04-05,Johnson&Johnson,1
Switzerland,2021-04-05,Moderna,814712
Switzerland,2021-04-05,Pfizer/BioNTech,809691
Switzerland,2021-04-06,Johnson&Johnson,1
Switzerland,2021-04-06,Moderna,832163
Switzerland,2021-04-06,Pfizer/BioNTech,830614
Switzerland,2021-04-07,Johnson&Johnson,1
Switzerland,2021-04-07,Moderna,852605
Switzerland,2021-04-07,Pfizer/BioNTech,856751
Switzerland,2021-04-08,Johnson&Johnson,1
Switzerland,2021-04-08,Moderna,877582
Switzerland,2021-04-08,Pfizer/BioNTech,884083
Switzerland,2021-04-09,Johnson&Johnson,1
Switzerland,2021-04-09,Moderna,902633
Switzerland,2021-04-09,Pfizer/BioNTech,906878
Switzerland,2021-04-10,Johnson&Johnson,1
Switzerland,2021-04-10,Moderna,911794
Switzerland,2021-04-10,Pfizer/BioNTech,912385
Switzerland,2021-04-11,Johnson&Johnson,1
Switzerland,2021-04-11,Moderna,913629
Switzerland,2021-04-11,Pfizer/BioNTech,914678
Switzerland,2021-04-12,Johnson&Johnson,1
Switzerland,2021-04-12,Moderna,930992
Switzerland,2021-04-12,Pfizer/BioNTech,941859
Switzerland,2021-04-13,Johnson&Johnson,1
Switzerland,2021-04-13,Moderna,954026
Switzerland,2021-04-13,Pfizer/BioNTech,973089
Switzerland,2021-04-14,Johnson&Johnson,1
Switzerland,2021-04-14,Moderna,978790
Switzerland,2021-04-14,Pfizer/BioNTech,1005502
Switzerland,2021-04-15,Johnson&Johnson,1
Switzerland,2021-04-15,Moderna,1006954
Switzerland,2021-04-15,Pfizer/BioNTech,1035910
Switzerland,2021-04-16,Johnson&Johnson,1
Switzerland,2021-04-16,Moderna,1034100
Switzerland,2021-04-16,Pfizer/BioNTech,1063756
Switzerland,2021-04-17,Johnson&Johnson,1
Switzerland,2021-04-17,Moderna,1045200
Switzerland,2021-04-17,Pfizer/BioNTech,1070716
Switzerland,2021-04-18,Johnson&Johnson,1
Switzerland,2021-04-18,Moderna,1046885
Switzerland,2021-04-18,Pfizer/BioNTech,1075418
Switzerland,2021-04-19,Johnson&Johnson,1
Switzerland,2021-04-19,Moderna,1067036
Switzerland,2021-04-19,Pfizer/BioNTech,1107108
Switzerland,2021-04-20,Johnson&Johnson,1
Switzerland,2021-04-20,Moderna,1096419
Switzerland,2021-04-20,Pfizer/BioNTech,1141997
Switzerland,2021-04-21,Johnson&Johnson,1
Switzerland,2021-04-21,Moderna,1129410
Switzerland,2021-04-21,Pfizer/BioNTech,1176812
Switzerland,2021-04-22,Johnson&Johnson,1
Switzerland,2021-04-22,Moderna,1171722
Switzerland,2021-04-22,Pfizer/BioNTech,1209478
Switzerland,2021-04-23,Johnson&Johnson,1
Switzerland,2021-04-23,Moderna,1206535
Switzerland,2021-04-23,Pfizer/BioNTech,1241343
Switzerland,2021-04-24,Johnson&Johnson,1
Switzerland,2021-04-24,Moderna,1224605
Switzerland,2021-04-24,Pfizer/BioNTech,1250728
Switzerland,2021-04-25,Johnson&Johnson,1
Switzerland,2021-04-25,Moderna,1230272
Switzerland,2021-04-25,Pfizer/BioNTech,1257151
Switzerland,2021-04-26,Johnson&Johnson,1
Switzerland,2021-04-26,Moderna,1260117
Switzerland,2021-04-26,Pfizer/BioNTech,1284570
Switzerland,2021-04-27,Johnson&Johnson,1
Switzerland,2021-04-27,Moderna,1301332
Switzerland,2021-04-27,Pfizer/BioNTech,1318157
Switzerland,2021-04-28,Johnson&Johnson,1
Switzerland,2021-04-28,Moderna,1340342
Switzerland,2021-04-28,Pfizer/BioNTech,1353144
Switzerland,2021-04-29,Johnson&Johnson,1
Switzerland,2021-04-29,Moderna,1381469
Switzerland,2021-04-29,Pfizer/BioNTech,1385368
Switzerland,2021-04-30,Johnson&Johnson,1
Switzerland,2021-04-30,Moderna,1417571
Switzerland,2021-04-30,Pfizer/BioNTech,1414011
Switzerland,2021-05-01,Johnson&Johnson,1
Switzerland,2021-05-01,Moderna,1435025
Switzerland,2021-05-01,Pfizer/BioNTech,1426715
Switzerland,2021-05-02,Johnson&Johnson,1
Switzerland,2021-05-02,Moderna,1441323
Switzerland,2021-05-02,Pfizer/BioNTech,1433054
Switzerland,2021-05-03,Johnson&Johnson,1
Switzerland,2021-05-03,Moderna,1469871
Switzerland,2021-05-03,Pfizer/BioNTech,1465465
Switzerland,2021-05-04,Johnson&Johnson,1
Switzerland,2021-05-04,Moderna,1509641
Switzerland,2021-05-04,Pfizer/BioNTech,1502062
Switzerland,2021-05-05,Johnson&Johnson,1
Switzerland,2021-05-05,Moderna,1554715
Switzerland,2021-05-05,Pfizer/BioNTech,1536104
Switzerland,2021-05-06,Johnson&Johnson,1
Switzerland,2021-05-06,Moderna,1610234
Switzerland,2021-05-06,Pfizer/BioNTech,1571648
Switzerland,2021-05-07,Johnson&Johnson,1
Switzerland,2021-05-07,Moderna,1666885
Switzerland,2021-05-07,Pfizer/BioNTech,1601211
Switzerland,2021-05-08,Johnson&Johnson,1
Switzerland,2021-05-08,Moderna,1692766
Switzerland,2021-05-08,Pfizer/BioNTech,1615973
Switzerland,2021-05-09,Johnson&Johnson,1
Switzerland,2021-05-09,Moderna,1703184
Switzerland,2021-05-09,Pfizer/BioNTech,1621658
Switzerland,2021-05-10,Johnson&Johnson,1
Switzerland,2021-05-10,Moderna,1751617
Switzerland,2021-05-10,Pfizer/BioNTech,1654530
Switzerland,2021-05-11,Johnson&Johnson,1
Switzerland,2021-05-11,Moderna,1810101
Switzerland,2021-05-11,Pfizer/BioNTech,1692406
Switzerland,2021-05-12,Johnson&Johnson,1
Switzerland,2021-05-12,Moderna,1870901
Switzerland,2021-05-12,Pfizer/BioNTech,1729802
Switzerland,2021-05-13,Johnson&Johnson,1
Switzerland,2021-05-13,Moderna,1899594
Switzerland,2021-05-13,Pfizer/BioNTech,1747138
Switzerland,2021-05-14,Johnson&Johnson,1
Switzerland,2021-05-14,Moderna,1952088
Switzerland,2021-05-14,Pfizer/BioNTech,1776656
Switzerland,2021-05-15,Johnson&Johnson,1
Switzerland,2021-05-15,Moderna,1981605
Switzerland,2021-05-15,Pfizer/BioNTech,1791337
Switzerland,2021-05-16,Johnson&Johnson,1
Switzerland,2021-05-16,Moderna,1993231
Switzerland,2021-05-16,Pfizer/BioNTech,1798732
Switzerland,2021-05-17,Johnson&Johnson,1
Switzerland,2021-05-17,Moderna,2044685
Switzerland,2021-05-17,Pfizer/BioNTech,1832161
Switzerland,2021-05-18,Johnson&Johnson,1
Switzerland,2021-05-18,Moderna,2108351
Switzerland,2021-05-18,Pfizer/BioNTech,1869536
Switzerland,2021-05-19,Johnson&Johnson,1
Switzerland,2021-05-19,Moderna,2176778
Switzerland,2021-05-19,Pfizer/BioNTech,1904104
Switzerland,2021-05-20,Johnson&Johnson,1
Switzerland,2021-05-20,Moderna,2252545
Switzerland,2021-05-20,Pfizer/BioNTech,1938604
Switzerland,2021-05-21,Johnson&Johnson,2
Switzerland,2021-05-21,Moderna,2321179
Switzerland,2021-05-21,Pfizer/BioNTech,1972527
Switzerland,2021-05-22,Johnson&Johnson,2
Switzerland,2021-05-22,Moderna,2355068
Switzerland,2021-05-22,Pfizer/BioNTech,1986355
Switzerland,2021-05-23,Johnson&Johnson,2
Switzerland,2021-05-23,Moderna,2369053
Switzerland,2021-05-23,Pfizer/BioNTech,1991103
Switzerland,2021-05-24,Johnson&Johnson,2
Switzerland,2021-05-24,Moderna,2403314
Switzerland,2021-05-24,Pfizer/BioNTech,2007441
Switzerland,2021-05-25,Johnson&Johnson,2
Switzerland,2021-05-25,Moderna,2469630
Switzerland,2021-05-25,Pfizer/BioNTech,2043350
Switzerland,2021-05-26,Johnson&Johnson,2
Switzerland,2021-05-26,Moderna,2541217
Switzerland,2021-05-26,Pfizer/BioNTech,2079487
Switzerland,2021-05-27,Johnson&Johnson,2
Switzerland,2021-05-27,Moderna,2617586
Switzerland,2021-05-27,Pfizer/BioNTech,2111915
Switzerland,2021-05-28,Johnson&Johnson,2
Switzerland,2021-05-28,Moderna,2690279
Switzerland,2021-05-28,Pfizer/BioNTech,2145114
Switzerland,2021-05-29,Johnson&Johnson,2
Switzerland,2021-05-29,Moderna,2728872
Switzerland,2021-05-29,Pfizer/BioNTech,2161103
Switzerland,2021-05-30,Johnson&Johnson,2
Switzerland,2021-05-30,Moderna,2744461
Switzerland,2021-05-30,Pfizer/BioNTech,2170173
Switzerland,2021-05-31,Johnson&Johnson,2
Switzerland,2021-05-31,Moderna,2804135
Switzerland,2021-05-31,Pfizer/BioNTech,2204288
Switzerland,2021-06-01,Johnson&Johnson,2
Switzerland,2021-06-01,Moderna,2877627
Switzerland,2021-06-01,Pfizer/BioNTech,2239846
Switzerland,2021-06-02,Johnson&Johnson,2
Switzerland,2021-06-02,Moderna,2959748
Switzerland,2021-06-02,Pfizer/BioNTech,2270809
Switzerland,2021-06-03,Johnson&Johnson,2
Switzerland,2021-06-03,Moderna,3039201
Switzerland,2021-06-03,Pfizer/BioNTech,2295294
Switzerland,2021-06-04,Johnson&Johnson,2
Switzerland,2021-06-04,Moderna,3125512
Switzerland,2021-06-04,Pfizer/BioNTech,2320619
Switzerland,2021-06-05,Johnson&Johnson,2
Switzerland,2021-06-05,Moderna,3181302
Switzerland,2021-06-05,Pfizer/BioNTech,2338579
Switzerland,2021-06-06,Johnson&Johnson,2
Switzerland,2021-06-06,Moderna,3201463
Switzerland,2021-06-06,Pfizer/BioNTech,2346131
Switzerland,2021-06-07,Johnson&Johnson,2
Switzerland,2021-06-07,Moderna,3280258
Switzerland,2021-06-07,Pfizer/BioNTech,2369635
Switzerland,2021-06-08,Johnson&Johnson,2
Switzerland,2021-06-08,Moderna,3368124
Switzerland,2021-06-08,Pfizer/BioNTech,2394377
Switzerland,2021-06-09,Johnson&Johnson,2
Switzerland,2021-06-09,Moderna,3457137
Switzerland,2021-06-09,Pfizer/BioNTech,2418807
Switzerland,2021-06-10,Johnson&Johnson,2
Switzerland,2021-06-10,Moderna,3541319
Switzerland,2021-06-10,Pfizer/BioNTech,2440809
Switzerland,2021-06-11,Johnson&Johnson,2
Switzerland,2021-06-11,Moderna,3624896
Switzerland,2021-06-11,Pfizer/BioNTech,2466027
Switzerland,2021-06-12,Johnson&Johnson,2
Switzerland,2021-06-12,Moderna,3678586
Switzerland,2021-06-12,Pfizer/BioNTech,2483615
Switzerland,2021-06-13,Johnson&Johnson,2
Switzerland,2021-06-13,Moderna,3697906
Switzerland,2021-06-13,Pfizer/BioNTech,2491097
Switzerland,2021-06-14,Johnson&Johnson,2
Switzerland,2021-06-14,Moderna,3774481
Switzerland,2021-06-14,Pfizer/BioNTech,2512826
Switzerland,2021-06-15,Johnson&Johnson,2
Switzerland,2021-06-15,Moderna,3858344
Switzerland,2021-06-15,Pfizer/BioNTech,2533708
Switzerland,2021-06-16,Johnson&Johnson,2
Switzerland,2021-06-16,Moderna,3943689
Switzerland,2021-06-16,Pfizer/BioNTech,2552126
